,Date,Open,High,Low,Close,Adj Close,Volume
0,2014-01-01,230.0,235.9499969482422,202.4499969482422,221.5500030517578,211.53143310546875,27300483
1,2014-02-01,220.14999389648438,247.3000030517578,217.10000610351562,242.5,231.53408813476562,22098992
2,2014-03-01,242.5,268.3500061035156,239.5,262.70001220703125,250.8206024169922,26630448
3,2014-04-01,266.45001220703125,274.29998779296875,251.5,254.85000610351562,243.32559204101562,16224714
4,2014-05-01,254.85000610351562,353.1000061035156,254.85000610351562,310.0,295.981689453125,41860699
5,2014-06-01,307.1000061035156,360.79998779296875,302.75,353.04998779296875,337.0849304199219,35722380
6,2014-07-01,352.8999938964844,362.70001220703125,318.1000061035156,341.04998779296875,325.6275634765625,19435310
7,2014-08-01,340.0,370.3999938964844,321.0,363.3999938964844,349.24462890625,16754712
8,2014-09-01,365.1000061035156,409.95001220703125,363.25,407.95001220703125,392.05926513671875,22268604
9,2014-10-01,410.0,425.0,365.20001220703125,393.5,378.1721496582031,19599845
10,2014-11-01,394.8999938964844,395.75,353.5,370.8500061035156,356.4044494628906,19918053
11,2014-12-01,400.5,400.5,345.0,381.6499938964844,366.78375244140625,17856128
12,2015-01-01,381.29998779296875,444.0,368.75,430.6000061035156,413.82696533203125,24464619
13,2015-02-01,430.0,448.3999938964844,409.1000061035156,435.3500061035156,418.3919982910156,20568019
14,2015-03-01,420.70001220703125,424.70001220703125,385.0,391.6000061035156,376.34619140625,13200146
15,2015-04-01,391.3999938964844,422.6000061035156,379.95001220703125,382.79998779296875,367.888916015625,16375750
16,2015-05-01,382.79998779296875,394.25,334.3500061035156,378.29998779296875,363.56427001953125,19792628
17,2015-06-01,375.1000061035156,379.6000061035156,337.5,366.29998779296875,352.0316467285156,13259198
18,2015-07-01,365.0,366.95001220703125,320.3500061035156,323.6499938964844,311.0429992675781,18605482
19,2015-08-01,323.0,353.1000061035156,314.5,337.79998779296875,326.7852478027344,22346735
20,2015-09-01,335.75,339.29998779296875,311.20001220703125,317.8500061035156,307.4858093261719,12614187
21,2015-10-01,314.0,357.95001220703125,302.75,349.95001220703125,338.5390930175781,13526587
22,2015-11-01,335.0,392.3999938964844,329.3500061035156,381.5,369.0603332519531,17291193
23,2015-12-01,382.1499938964844,383.95001220703125,339.79998779296875,347.1499938964844,335.8304138183594,24906130
24,2016-01-01,347.1499938964844,366.70001220703125,326.95001220703125,363.70001220703125,351.84075927734375,24028653
25,2016-02-01,364.5,376.0,301.70001220703125,316.79998779296875,306.47003173828125,26554981
26,2016-03-01,312.5,361.0,310.0,339.1000061035156,328.0429382324219,28410643
27,2016-04-01,339.0,384.6000061035156,333.79998779296875,355.8999938964844,346.5235290527344,22028996
28,2016-05-01,357.70001220703125,384.8500061035156,353.20001220703125,360.5,351.00238037109375,62677943
29,2016-06-01,359.0,410.1499938964844,351.70001220703125,406.25,395.54705810546875,24681258
30,2016-07-01,413.79998779296875,435.0,391.5,421.3999938964844,410.2978820800781,15984734
31,2016-08-01,423.1000061035156,429.0,392.0,418.5,407.4742736816406,24085222
32,2016-09-01,419.0,444.5,383.20001220703125,395.1000061035156,384.6907958984375,20844563
33,2016-10-01,398.0,408.8999938964844,361.1000061035156,373.54998779296875,363.7085266113281,28198624
34,2016-11-01,379.5,384.29998779296875,296.1499938964844,323.5,314.9771423339844,56028081
35,2016-12-01,323.0,335.5,307.1000061035156,326.79998779296875,318.190185546875,27208630
36,2017-01-01,328.95001220703125,378.45001220703125,325.5,362.04998779296875,352.5115051269531,22912972
37,2017-02-01,363.75,458.5,359.0,437.20001220703125,425.6816711425781,40796493
38,2017-03-01,438.1000061035156,470.6000061035156,428.0,462.75,450.5585021972656,22557729
39,2017-04-01,459.5,495.54998779296875,455.79998779296875,470.25,457.8608703613281,24211295
40,2017-05-01,470.25,506.1499938964844,460.1000061035156,474.8999938964844,462.38836669921875,33195773
41,2017-06-01,475.95001220703125,569.2000122070312,465.29998779296875,524.4500122070312,510.63299560546875,68634406
42,2017-07-01,536.0499877929688,546.9500122070312,523.2000122070312,544.25,529.911376953125,23026774
43,2017-08-01,546.5,638.2999877929688,538.0999755859375,617.0999755859375,603.7317504882812,51793689
44,2017-09-01,618.9000244140625,654.2000122070312,563.6500244140625,584.5499877929688,571.8869018554688,30295413
45,2017-10-01,584.5499877929688,639.5,582.0999755859375,635.25,621.488525390625,24110459
46,2017-11-01,640.0,838.9000244140625,634.5,818.9000244140625,801.1602172851562,76087328
47,2017-12-01,821.0,872.0,770.0,858.1500244140625,839.5598754882812,35759926
48,2018-01-01,857.7000122070312,938.5,840.5999755859375,869.5499877929688,850.712890625,42978877
49,2018-02-01,877.5,879.0999755859375,752.7000122070312,816.1500244140625,798.4697265625,54522250
50,2018-03-01,814.0,964.0,799.0499877929688,942.2999877929688,921.8870239257812,52105184
51,2018-04-01,943.0999755859375,999.7000122070312,902.0,981.7999877929688,960.53125,56361140
52,2018-05-01,981.7999877929688,995.5999755859375,890.1500244140625,900.0999755859375,880.6011352539062,52312595
53,2018-06-01,907.5,926.7999877929688,826.0499877929688,878.5,859.468994140625,52328686
54,2018-07-01,883.0999755859375,914.0,799.6500244140625,912.3499755859375,892.5857543945312,66250707
55,2018-08-01,915.0,945.0,871.5499877929688,891.9000244140625,876.3985595703125,55626954
56,2018-09-01,896.8499755859375,928.4000244140625,773.3499755859375,805.5999755859375,791.5983276367188,69166779
57,2018-10-01,800.0,847.9000244140625,732.2999877929688,844.5999755859375,829.9205322265625,75644140
58,2018-11-01,844.5999755859375,933.9000244140625,834.4000244140625,927.0999755859375,910.9866333007812,59862219
59,2018-12-01,932.5499877929688,961.25,868.2000122070312,931.0,914.8189086914062,58491929
60,2019-01-01,931.75,1000.0,920.2000122070312,995.7999877929688,978.4926147460938,45082287
61,2019-02-01,1003.0,1076.8499755859375,985.0999755859375,1025.199951171875,1007.3816528320312,53688856
62,2019-03-01,1031.9000244140625,1152.0,1016.2000122070312,1141.8499755859375,1122.004150390625,42034417
63,2019-04-01,1140.0,1165.0,1083.5,1158.550048828125,1138.4141845703125,33903652
64,2019-05-01,1158.550048828125,1262.800048828125,1067.8499755859375,1235.75,1214.272216796875,53743581
65,2019-06-01,1239.0,1337.050048828125,1227.5,1334.699951171875,1311.50244140625,31882139
66,2019-07-01,1330.0999755859375,1340.9000244140625,1041.0,1056.3499755859375,1037.9903564453125,81957467
67,2019-08-01,1052.0999755859375,1131.5,998.0,1105.0999755859375,1090.8226318359375,49979264
68,2019-09-01,1105.0999755859375,1345.0,1025.5,1273.050048828125,1256.6026611328125,51483228
69,2019-10-01,1282.0,1389.949951171875,1177.050048828125,1331.199951171875,1314.0013427734375,41587284
70,2019-11-01,1331.800048828125,1333.3499755859375,1123.199951171875,1159.699951171875,1144.7171630859375,60500642
71,2019-12-01,1160.0,1229.0,1142.5,1187.949951171875,1172.60205078125,39459940
72,2020-01-01,1194.449951171875,1240.3499755859375,1132.0,1187.75,1172.4046630859375,46430134
73,2020-02-01,1186.8499755859375,1341.050048828125,1162.550048828125,1254.5,1238.2923583984375,51245823
74,2020-03-01,1275.0,1294.0,720.9000244140625,933.7000122070312,921.6370239257812,72684172
75,2020-04-01,929.7000122070312,1044.0,855.9500122070312,970.0499877929688,957.517333984375,82000534
76,2020-05-01,970.0499877929688,970.0499877929688,810.0,890.0,878.5015869140625,71925415
77,2020-06-01,898.5,1050.0,898.5,949.8499755859375,937.5783081054688,101609051
78,2020-07-01,950.0,1083.0,941.7999877929688,1043.25,1029.7716064453125,80095336
79,2020-08-01,1047.0,1159.0,1043.0,1100.5,1086.281982421875,84490080
80,2020-09-01,1105.0,1220.0,1076.0,1201.3499755859375,1190.393310546875,62272813
81,2020-10-01,1203.5999755859375,1281.9000244140625,1155.550048828125,1165.75,1155.1177978515625,64199363
82,2020-11-01,1167.5,1375.0,1154.0,1361.199951171875,1348.785400390625,66137977
83,2020-12-01,1383.0,1571.0,1335.0,1567.1500244140625,1552.8570556640625,51221859
84,2021-01-01,1562.0999755859375,1621.3499755859375,1415.25,1420.300048828125,1407.346435546875,42647675
85,2021-02-01,1437.800048828125,1588.0,1396.0,1406.9000244140625,1394.068603515625,49746255
86,2021-03-01,1421.5,1567.4000244140625,1416.5999755859375,1558.050048828125,1543.840087890625,37790472
87,2021-04-01,1560.0,1618.0,1451.5999755859375,1491.6500244140625,1478.0457763671875,34931829
88,2021-05-01,1477.0,1614.0,1400.050048828125,1596.25,1581.691650390625,41605220
89,2021-06-01,1608.0,1792.949951171875,1564.199951171875,1732.5,1716.698974609375,37608379
90,2021-07-01,1729.0,1783.4000244140625,1662.5,1714.550048828125,1698.912841796875,22564822
91,2021-08-01,1728.0,1925.0,1725.0,1921.5999755859375,1908.64208984375,31781231
92,2021-09-01,1925.199951171875,2185.0,1915.0,2161.85009765625,2147.272216796875,20769186
93,2021-10-01,2157.0,2677.89990234375,2122.64990234375,2383.550048828125,2367.47705078125,49304706
94,2021-11-01,2441.449951171875,2572.699951171875,2231.39990234375,2375.5,2359.481201171875,25973694
95,2021-12-01,2409.800048828125,2535.0,2205.0,2522.39990234375,2505.390625,25044854
96,2022-01-01,2510.0,2687.25,2260.0,2360.300048828125,2344.3837890625,30097266
97,2022-02-01,2378.800048828125,2563.64990234375,2351.25,2546.550048828125,2529.3779296875,28291255
98,2022-03-01,2546.550048828125,2768.0,2325.60009765625,2536.14990234375,2519.0478515625,34622874
99,2022-04-01,2538.0,2577.800048828125,2410.0,2458.199951171875,2441.62353515625,22164476
100,2022-05-01,2435.0,2437.0,2035.550048828125,2216.0,2201.056884765625,35085402
101,2022-06-01,2255.0,2304.89990234375,1905.449951171875,1941.25,1928.1595458984375,41122485
102,2022-07-01,1895.0,2392.5,1825.050048828125,2352.050048828125,2336.189453125,35566574
103,2022-08-01,2364.800048828125,2623.10009765625,2339.0,2604.64990234375,2596.23828125,23148575
104,2022-09-01,2592.949951171875,2755.699951171875,2517.35009765625,2606.949951171875,2598.531005859375,23015328
105,2022-10-01,2625.0,2791.0,2555.60009765625,2761.5,2752.581787109375,24740332
106,2022-11-01,2770.14990234375,2784.0,2539.64990234375,2653.0,2644.432373046875,21796582
107,2022-12-01,2662.0,2665.0,2455.0,2597.5,2589.111572265625,20260132
108,2023-01-01,2607.0,2626.25,2287.050048828125,2377.14990234375,2369.47314453125,22172111
109,2023-02-01,2408.550048828125,2545.85009765625,2269.60009765625,2372.800048828125,2365.13720703125,22285370
110,2023-03-01,2370.0,2536.75,2321.0,2514.89990234375,2506.778076171875,19769817
111,2023-04-01,2525.89990234375,2679.300048828125,2513.300048828125,2641.85009765625,2633.318359375,14973752
112,2023-05-01,2641.85009765625,2841.89990234375,2633.39990234375,2823.25,2814.132568359375,19889975
113,2023-06-01,2823.25,3067.949951171875,2814.699951171875,3047.64990234375,3037.8076171875,17926873
114,2023-07-01,3050.10009765625,3210.0,2950.0,3004.050048828125,2994.3486328125,21335983
115,2023-08-01,3024.85009765625,3118.949951171875,2882.449951171875,3104.449951171875,3104.449951171875,20127735
116,2023-09-01,3111.949951171875,3352.0,3086.300048828125,3148.800048828125,3148.800048828125,19311415
117,2023-10-01,3148.800048828125,3329.0,3075.0,3189.64990234375,3189.64990234375,15644455
118,2023-11-01,3193.85009765625,3500.0,3168.35009765625,3490.60009765625,3490.60009765625,16947598
119,2023-12-01,3499.0,3737.0,3470.0,3675.449951171875,3675.449951171875,16004029
